percentile,scenario,year,variable,Delta T
recommendation,ssp370,2026,o3,0.02421910690594964
recommendation,ssp370,2027,o3,0.02773574092008485
recommendation,ssp370,2028,o3,0.0313158674268324
recommendation,ssp370,2029,o3,0.03494927486498328
recommendation,ssp370,2030,o3,0.03863291700504934
recommendation,ssp370,2031,o3,0.0423212287475454
recommendation,ssp370,2032,o3,0.04600980574297858
recommendation,ssp370,2033,o3,0.04968386699430122
recommendation,ssp370,2034,o3,0.053324201483437195
recommendation,ssp370,2035,o3,0.05691246273646072
recommendation,ssp370,2036,o3,0.06046644959585562
recommendation,ssp370,2037,o3,0.06398864438018509
recommendation,ssp370,2038,o3,0.06750606058275704
recommendation,ssp370,2039,o3,0.07102043344164188
recommendation,ssp370,2040,o3,0.07454857435383705
recommendation,ssp370,2041,o3,0.07802651884162132
recommendation,ssp370,2042,o3,0.08146920043181638
recommendation,ssp370,2043,o3,0.08487480951466386
recommendation,ssp370,2044,o3,0.08824037934987794
recommendation,ssp370,2045,o3,0.09156001701560051
recommendation,ssp370,2046,o3,0.0948173134620292
recommendation,ssp370,2047,o3,0.09801608777436549
recommendation,ssp370,2048,o3,0.10116042606043818
recommendation,ssp370,2049,o3,0.10427339683215575
recommendation,ssp370,2050,o3,0.10738573676173185
recommendation,ssp370,2051,o3,0.11041180245141663
recommendation,ssp370,2052,o3,0.113375046946805
recommendation,ssp370,2053,o3,0.1162911800657857
recommendation,ssp370,2054,o3,0.11916956779763282
recommendation,ssp370,2055,o3,0.12200793264254356
recommendation,ssp370,2056,o3,0.12479634307741111
recommendation,ssp370,2057,o3,0.12753036308021426
recommendation,ssp370,2058,o3,0.130229684505009
recommendation,ssp370,2059,o3,0.1329038328533223
recommendation,ssp370,2060,o3,0.13556115377244715
recommendation,ssp370,2061,o3,0.13823288526820243
recommendation,ssp370,2062,o3,0.14092503344787272
recommendation,ssp370,2063,o3,0.1436360183712851
recommendation,ssp370,2064,o3,0.14635755544323797
recommendation,ssp370,2065,o3,0.1490818390180197
recommendation,ssp370,2066,o3,0.1517988242617474
recommendation,ssp370,2067,o3,0.15448854721239846
recommendation,ssp370,2068,o3,0.15714435109057062
recommendation,ssp370,2069,o3,0.15977412484182874
recommendation,ssp370,2070,o3,0.16239678700207716
recommendation,ssp370,2071,o3,0.16503189644671284
recommendation,ssp370,2072,o3,0.16769143827616306
recommendation,ssp370,2073,o3,0.17037193110019005
recommendation,ssp370,2074,o3,0.1730683295833173
recommendation,ssp370,2075,o3,0.17577895330681093
recommendation,ssp370,2076,o3,0.1784973940693324
recommendation,ssp370,2077,o3,0.1812193877950638
recommendation,ssp370,2078,o3,0.18393472759223728
recommendation,ssp370,2079,o3,0.18663020341716952
recommendation,ssp370,2080,o3,0.18929957324133528
recommendation,ssp370,2081,o3,0.19201161035702313
recommendation,ssp370,2082,o3,0.1947583862173522
recommendation,ssp370,2083,o3,0.1975313473011578
recommendation,ssp370,2084,o3,0.20033066904669372
recommendation,ssp370,2085,o3,0.20314714861892208
recommendation,ssp370,2086,o3,0.20598304650458193
recommendation,ssp370,2087,o3,0.2088293352675324
recommendation,ssp370,2088,o3,0.2116718022299824
recommendation,ssp370,2089,o3,0.21449963607776212
recommendation,ssp370,2090,o3,0.21729668888744158
recommendation,ssp370,2091,o3,0.2200452827658348
recommendation,ssp370,2092,o3,0.2227433228449074
recommendation,ssp370,2093,o3,0.22538781682680942
recommendation,ssp370,2094,o3,0.22800786743628987
recommendation,ssp370,2095,o3,0.2306266614263816
recommendation,ssp370,2096,o3,0.2332530397715027
recommendation,ssp370,2097,o3,0.23589078618724646
recommendation,ssp370,2098,o3,0.23853141505413722
recommendation,ssp370,2099,o3,0.24116889719052514
recommendation,ssp370,2100,o3,0.24378775176150547
recommendation,ssp370-lowNTCF-aerchemmip,2019,o3,0.0
recommendation,ssp370-lowNTCF-aerchemmip,2020,o3,0.0012946188079223098
recommendation,ssp370-lowNTCF-aerchemmip,2021,o3,0.002452367194190619
recommendation,ssp370-lowNTCF-aerchemmip,2022,o3,0.0035092748679992902
recommendation,ssp370-lowNTCF-aerchemmip,2023,o3,0.004507048784073264
recommendation,ssp370-lowNTCF-aerchemmip,2024,o3,0.005477157425753054
recommendation,ssp370-lowNTCF-aerchemmip,2025,o3,0.006447234570758187
recommendation,ssp370-lowNTCF-aerchemmip,2026,o3,0.007445397986535596
recommendation,ssp370-lowNTCF-aerchemmip,2027,o3,0.00848779679409889
recommendation,ssp370-lowNTCF-aerchemmip,2028,o3,0.009582630580717566
recommendation,ssp370-lowNTCF-aerchemmip,2029,o3,0.010720893800496512
recommendation,ssp370-lowNTCF-aerchemmip,2030,o3,0.011900581004804067
recommendation,ssp370-lowNTCF-aerchemmip,2031,o3,0.013210959403823552
recommendation,ssp370-lowNTCF-aerchemmip,2032,o3,0.014613062301453594
recommendation,ssp370-lowNTCF-aerchemmip,2033,o3,0.016066813805606595
recommendation,ssp370-lowNTCF-aerchemmip,2034,o3,0.017534481429535842
recommendation,ssp370-lowNTCF-aerchemmip,2035,o3,0.01898383853903224
recommendation,ssp370-lowNTCF-aerchemmip,2036,o3,0.020422311247619007
recommendation,ssp370-lowNTCF-aerchemmip,2037,o3,0.021845172532992174
recommendation,ssp370-lowNTCF-aerchemmip,2038,o3,0.023273952380909735
recommendation,ssp370-lowNTCF-aerchemmip,2039,o3,0.0247062964970301
recommendation,ssp370-lowNTCF-aerchemmip,2040,o3,0.026156070819033428
recommendation,ssp370-lowNTCF-aerchemmip,2041,o3,0.02748085263352784
recommendation,ssp370-lowNTCF-aerchemmip,2042,o3,0.02871008175206663
recommendation,ssp370-lowNTCF-aerchemmip,2043,o3,0.02985343506911825
recommendation,ssp370-lowNTCF-aerchemmip,2044,o3,0.0309173507458137
recommendation,ssp370-lowNTCF-aerchemmip,2045,o3,0.03190343731980222
recommendation,ssp370-lowNTCF-aerchemmip,2046,o3,0.03280072337072726
recommendation,ssp370-lowNTCF-aerchemmip,2047,o3,0.03361752339379731
recommendation,ssp370-lowNTCF-aerchemmip,2048,o3,0.03436154323241414
recommendation,ssp370-lowNTCF-aerchemmip,2049,o3,0.03505884175487467
recommendation,ssp370-lowNTCF-aerchemmip,2050,o3,0.03574227695549759
recommendation,ssp370-lowNTCF-aerchemmip,2051,o3,0.036923252807816664
